customer_id,account_id,age,account_status_id,income_range,gender_id,occupation_id,marital_status_id,state_id,disbursement_amount,financing_term,payment_amount,total_call,call_successful,call_unsuccessful,ptp_count,ptp_broken,ptp_kept,month_in_areas,total_arrears_amount,total_outstanding_amount,current_balance_amount,product_type_category_id
524426,57,55,2,7000,4.0,34.0,2.0,15.0,1860.0,60.0,1330.0,1,0,1,0,0,0,0,0.0,58096.16,71811.8,1
1779841,187,42,2,7000,5.0,30.0,1.0,2.0,38000.0,186.0,626.0,10,0,10,0,0,0,1,710.54,18395.4,18834.47,1
23148,277,40,2,3000,5.0,35.0,2.0,11.0,100000.0,120.0,752.0,2,1,1,1,0,1,0,0.0,65162.8,96208.0,1
2043261,309,39,2,5000,5.0,30.0,2.0,4.0,330.0,369.0,1263.0,12,0,12,1,1,0,2,3275.36,253540.88,795239.87,10
2128543,574,41,2,3000,4.0,1.0,2.0,11.0,15850.0,345.0,506.0,7,3,4,2,1,1,0,32.73,55947.66,84775.58,10
1114486,737,30,2,3000,4.0,1.0,1.0,4.0,92000.0,134.0,184.0,1,0,1,0,0,0,0,0.0,9917.85,13154.73,1
1345600,876,42,2,3000,5.0,35.0,2.0,8.0,100000.0,186.0,148.0,2,0,2,0,0,0,0,0.0,5480.26,6015.5,1
1417567,928,44,2,7000,5.0,30.0,2.0,2.0,20000.0,180.0,864.0,1,0,1,0,0,0,0,0.0,30131.9,33651.0,1
1455142,974,37,2,7000,4.0,10.0,2.0,11.0,55000.0,240.0,1453.0,2,0,2,0,0,0,0,1453.0,131212.75,166875.0,1
1597913,1045,31,2,5000,4.0,21.0,2.0,2.0,4120.0,114.0,416.0,6,2,4,2,2,0,0,396.0,17748.67,19030.4,2
430977,1066,55,2,5000,5.0,26.0,1.0,8.0,70000.0,168.0,993.0,3,0,3,0,0,0,1,1496.18,54071.99,60638.74,1
694236,1196,47,2,5000,4.0,32.0,2.0,16.0,50000.0,136.0,2270.0,8,0,8,0,0,0,1,3432.86,182993.3,267028.36,1
1692445,1273,40,2,7000,5.0,45.0,2.0,10.0,180000.0,396.0,1743.0,9,2,7,2,2,0,1,1744.4,366200.18,1267281.36,10
519057,1809,49,2,9000,4.0,45.0,2.0,12.0,69110.0,240.0,1799.0,4,1,3,1,0,1,0,0.0,277723.43,633410.8,10
815846,1813,43,2,3000,4.0,35.0,2.0,14.0,5340.0,120.0,323.0,2,1,1,0,0,0,0,0.0,27739.66,41228.6,1
1323246,1891,34,2,3000,5.0,30.0,2.0,8.0,162000.0,467.0,315.0,9,1,8,0,0,0,0,305.13,64161.82,222165.63,10
969210,1893,48,2,5000,4.0,30.0,2.0,2.0,5230.0,222.0,718.0,1,0,1,0,0,0,0,0.0,50453.74,59384.73,1
232845,2112,42,2,5000,5.0,26.0,2.0,8.0,47900.0,114.0,702.0,11,1,10,1,0,1,0,700.6,26477.92,29803.4,2
320503,2153,51,2,7000,5.0,45.0,2.0,8.0,42000.0,108.0,1845.0,3,1,2,1,0,1,0,0.0,132773.97,201299.92,1
360912,2177,42,2,3000,5.0,26.0,2.0,14.0,50100.0,120.0,996.0,1,0,1,0,0,0,0,0.0,86567.4,127442.6,1
1452625,2209,37,2,3000,4.0,1.0,2.0,10.0,50000.0,114.0,375.0,4,2,2,2,2,0,0,0.0,25009.26,29206.75,2
688499,2214,55,2,5000,4.0,14.0,2.0,13.0,10880.0,95.0,750.0,1,1,0,1,0,1,0,0.0,39027.38,43463.84,2
354373,2262,42,2,3000,4.0,1.0,1.0,2.0,75000.0,360.0,549.0,3,0,3,0,0,0,0,0.0,59241.92,103553.87,10
1303203,2448,41,2,5000,4.0,12.0,2.0,12.0,3000.0,384.0,1330.0,7,2,5,2,1,1,0,0.0,246837.35,901948.42,10
595956,2609,33,2,5000,4.0,16.0,1.0,6.0,50000.0,360.0,633.0,7,4,3,4,3,1,0,14.01,96298.1,318389.03,10
506772,2680,35,2,7000,4.0,45.0,2.0,3.0,5440.0,120.0,2262.0,1,1,0,1,1,0,0,0.0,181859.85,281942.0,1
1025662,2896,53,2,13000,5.0,30.0,2.0,4.0,86500.0,204.0,1847.0,9,1,8,1,0,1,0,0.0,257128.73,529722.68,10
1494815,2918,32,2,3000,5.0,35.0,2.0,1.0,50000.0,134.0,664.0,2,0,2,0,0,0,0,0.0,41570.17,56548.88,1
383900,2934,41,2,3000,4.0,1.0,2.0,12.0,860.0,140.0,115.0,1,0,1,0,0,0,0,108.51,6862.34,8918.07,1
1223337,2958,28,2,5000,5.0,45.0,2.0,16.0,30000.0,120.0,2049.0,6,0,6,0,0,0,0,0.0,174198.36,261792.6,1
673214,2974,41,2,3000,5.0,40.0,2.0,11.0,117000.0,120.0,1820.0,4,1,3,0,0,0,9,21172.06,180064.04,248821.97,1
1119971,3018,38,2,3000,5.0,1.0,1.0,2.0,82000.0,196.0,448.0,4,1,3,1,1,0,0,218.34,30356.19,35210.04,1
147716,3034,36,2,5000,5.0,27.0,2.0,2.0,150000.0,130.0,1485.0,10,1,9,0,0,0,0,0.0,84005.92,113590.64,1
2084631,3103,54,2,5000,5.0,30.0,2.0,11.0,35000.0,186.0,672.0,4,0,4,0,0,0,0,413.24,41756.91,47419.04,1
1069790,3220,49,2,7000,5.0,30.0,2.0,2.0,30000.0,128.0,1454.0,9,1,8,0,0,0,1,1952.85,76991.21,101158.22,1
296637,3280,41,2,5000,5.0,29.0,2.0,1.0,9200.0,114.0,1134.0,6,0,6,0,0,0,0,738.0,85416.77,100567.1,2
1580941,3286,33,2,3000,5.0,35.0,2.0,16.0,1100.0,138.0,389.0,1,0,1,0,0,0,0,0.0,22429.81,29113.49,1
128608,3312,45,2,3000,5.0,45.0,2.0,8.0,50000.0,129.0,599.0,21,5,16,4,4,0,0,39.85,44594.41,65227.32,1
1324028,3378,57,2,7000,4.0,34.0,2.0,3.0,33800.0,241.0,779.0,11,2,9,2,2,0,0,655.31,37330.94,41342.94,10
2043126,3402,50,2,5000,5.0,45.0,2.0,16.0,3250.0,136.0,1220.0,1,0,1,0,0,0,0,0.0,92375.92,136015.5,1
1190877,3430,55,2,7000,4.0,12.0,2.0,6.0,99000.0,140.0,2194.0,5,0,5,0,0,0,0,0.0,97040.81,119162.61,1
1127212,3445,52,2,3000,4.0,2.0,2.0,16.0,30000.0,192.0,989.0,4,0,4,0,0,0,0,0.14,75403.61,88992.9,1
2204334,3576,34,2,3000,4.0,5.0,2.0,6.0,11410.0,120.0,499.0,15,0,15,0,0,0,1,965.89,17207.42,21164.77,1
798522,3616,42,2,3000,5.0,35.0,2.0,12.0,100000.0,246.0,247.0,1,0,1,0,0,0,0,0.0,26084.06,32592.0,1
69234,3708,28,2,3000,4.0,1.0,2.0,1.0,65000.0,140.0,750.0,1,0,1,0,0,0,0,374.15,59884.69,82687.39,1
151743,3720,32,2,7000,5.0,30.0,2.0,3.0,20000.0,420.0,1379.0,1,0,1,0,0,0,0,0.0,280414.07,990954.75,10
1750442,3727,34,2,3000,4.0,4.0,2.0,2.0,57000.0,120.0,572.0,4,0,4,0,0,0,0,0.0,24155.5,27396.0,1
35597,3755,28,2,3000,5.0,35.0,2.0,8.0,47000.0,120.0,1071.0,11,2,9,1,1,0,0,730.91,94214.54,137766.36,1
389897,3773,50,2,5000,5.0,30.0,1.0,2.0,32510.0,200.0,1308.0,8,0,8,0,0,0,0,1126.66,72804.55,80669.4,1
853674,3806,39,2,5000,4.0,30.0,2.0,2.0,57000.0,120.0,1783.0,2,1,1,1,1,0,0,0.0,153737.93,228167.8,1
2096323,3868,52,2,7000,4.0,34.0,2.0,15.0,4000.0,216.0,2190.0,22,5,17,4,4,0,1,2176.2,325399.53,684954.36,10
706714,3954,40,2,5000,5.0,29.0,2.0,8.0,10000.0,139.0,737.0,2,0,2,0,0,0,0,663.45,40406.57,48258.96,1
772054,4014,42,2,9000,5.0,45.0,4.0,15.0,2120.0,108.0,430.0,1,0,1,0,0,0,0,0.0,34371.9,42494.85,2
1692918,4060,35,2,5000,5.0,12.0,2.0,2.0,30000.0,420.0,2661.0,16,10,6,7,5,1,0,2661.49,586041.12,2033675.0,10
1761480,4259,39,2,3000,5.0,1.0,2.0,11.0,85000.0,120.0,643.0,15,3,12,3,2,1,0,0.0,54061.66,81519.12,1
1211038,4294,50,2,5000,4.0,40.0,2.0,3.0,2440.0,108.0,224.0,3,3,0,0,0,0,2,1409.81,1409.91,6994.3,1
1759022,4328,49,2,5000,4.0,35.0,2.0,16.0,45000.0,286.0,1008.0,4,2,2,2,2,0,0,4.85,88903.23,107844.18,1
691312,4396,31,2,5000,5.0,45.0,2.0,1.0,200000.0,141.0,2269.0,11,2,9,2,2,0,0,869.35,193649.21,285770.77,1
763054,4412,43,2,3000,5.0,30.0,1.0,2.0,22000.0,240.0,641.0,2,0,2,0,0,0,0,186.7,54563.75,68683.55,1
1572661,4502,39,2,3000,4.0,3.0,2.0,14.0,31500.0,120.0,375.0,3,1,2,1,1,0,0,0.0,32538.33,47960.2,1
346805,4717,41,2,3000,4.0,1.0,2.0,14.0,47000.0,312.0,550.0,5,0,5,0,0,0,1,1032.96,84741.89,85340.85,10
570955,4721,26,2,3000,4.0,35.0,2.0,11.0,200000.0,121.0,678.0,1,0,1,0,0,0,4,3379.6,52326.9,58152.0,2
2117532,4781,37,2,3000,5.0,26.0,2.0,16.0,9170.0,142.0,678.0,1,0,1,0,0,0,0,0.0,37064.4,48824.78,1
1286916,4789,37,2,5000,4.0,45.0,2.0,13.0,125000.0,120.0,1735.0,5,2,3,2,1,0,0,0.0,136683.1,215901.6,1
1255593,4793,52,2,3000,5.0,35.0,2.0,6.0,200000.0,36.0,613.0,9,0,9,1,1,0,1,1152.44,2320.3,2319.7,1
1116192,4842,55,2,7000,5.0,45.0,2.0,4.0,40000.0,106.0,1609.0,6,0,6,0,0,0,0,0.0,90794.66,118938.08,1
448302,4902,39,2,5000,4.0,35.0,2.0,2.0,4400.0,120.0,2283.0,2,1,1,1,1,0,0,0.0,181932.15,284305.6,1
1553051,4911,45,2,5000,4.0,34.0,2.0,6.0,82103.2,120.0,1256.0,9,2,7,2,1,1,0,0.0,100058.94,156701.24,1
740451,4972,38,2,5000,5.0,35.0,2.0,16.0,630.0,60.0,586.0,1,0,1,0,0,0,0,0.0,23389.52,29867.0,1
533610,5008,41,2,7000,4.0,28.0,2.0,6.0,26000.0,437.0,1263.0,14,0,14,2,2,0,0,1186.95,278702.8,938751.73,10
1394778,5160,38,2,5000,4.0,35.0,2.0,9.0,72000.0,120.0,900.0,1,0,1,0,0,0,0,0.0,75463.14,112501.6,1
366713,5324,62,2,3000,4.0,30.0,2.0,14.0,65000.0,228.0,2391.48,2,0,2,0,0,0,0,2356.67,55322.43,60755.16,10
2176977,5374,52,2,7000,4.0,30.0,2.0,16.0,35000.0,180.0,510.0,6,1,5,0,0,0,0,0.0,14790.56,16660.88,1
419243,5473,38,2,3000,4.0,30.0,1.0,13.0,198000.0,222.0,875.0,10,4,6,3,3,0,1,1748.12,87667.66,105676.38,1
978132,5655,35,2,3000,4.0,35.0,2.0,1.0,31900.0,120.0,444.0,4,3,1,3,3,0,0,256.0,31873.56,37210.0,2
699808,5742,31,2,5000,5.0,40.0,2.0,6.0,161900.0,136.0,1964.0,1,1,0,0,0,0,0,0.0,156833.24,231644.28,1
591149,5787,38,2,9000,4.0,45.0,4.0,16.0,57000.0,120.0,1618.0,1,0,1,0,0,0,0,0.0,129804.13,201583.6,1
139732,5847,30,2,3000,4.0,1.0,1.0,12.0,50000.0,120.0,441.0,1,0,1,0,0,0,0,244.54,16674.55,18019.0,1
677308,5891,33,2,3000,4.0,4.0,2.0,6.0,6280.0,347.0,394.0,2,0,2,0,0,0,0,0.0,67352.17,188870.14,10
1506377,5896,48,2,5000,4.0,28.0,2.0,14.0,100000000.0,96.0,934.0,2,0,2,0,0,0,0,0.0,63002.19,88185.48,1
1251539,6092,41,2,5000,4.0,34.0,2.0,14.0,8600.0,120.0,770.0,14,0,14,0,0,0,0,409.38,66066.36,98690.57,1
1134090,6183,53,2,5000,4.0,1.0,2.0,16.0,60000.0,198.0,1161.0,1,0,1,0,0,0,0,0.0,86518.73,99731.44,1
1282720,6253,31,2,3000,4.0,1.0,2.0,1.0,100000.0,139.0,987.0,12,1,11,1,1,0,0,0.0,62939.43,83146.07,1
455477,6275,28,2,7000,4.0,26.0,2.0,14.0,180000.0,408.0,2408.0,13,1,12,1,1,0,0,0.0,509664.59,1814450.19,10
903864,6403,37,2,3000,4.0,1.0,2.0,2.0,5090.0,120.0,443.0,1,0,1,0,0,0,0,0.0,13906.65,19018.68,1
226229,6554,33,2,5000,4.0,30.0,2.0,2.0,200000.0,108.0,377.0,15,1,14,1,0,1,1,736.2,30523.79,36458.0,2
328154,6915,36,2,3000,4.0,5.0,2.0,13.0,30000.0,407.0,308.0,1,1,0,0,0,0,0,0.0,55542.05,153300.66,10
1589881,6994,51,2,7000,5.0,26.0,2.0,3.0,120000.0,114.0,481.0,2,0,2,0,0,0,0,0.0,23990.87,27375.4,2
1680410,7080,40,2,7000,5.0,28.0,2.0,2.0,50400.0,466.0,2061.0,6,3,3,3,2,1,0,1789.62,463210.63,1614170.62,10
1061450,7091,35,2,3000,4.0,35.0,2.0,16.0,51500.0,140.0,580.0,1,0,1,0,0,0,10,7810.93,54390.2,72761.31,1
791291,7149,59,2,3000,5.0,35.0,2.0,14.0,1050.0,373.0,300.0,9,1,8,0,0,0,1,387.84,84326.33,84675.99,10
572083,7155,49,2,3000,4.0,1.0,2.0,14.0,72000.0,181.0,509.0,3,0,3,0,0,0,0,421.9,20147.29,22064.62,1
853026,7172,32,2,5000,4.0,27.0,4.0,16.0,4560.0,120.0,1676.0,9,0,9,0,0,0,0,488.37,146167.32,214417.0,1
950,7301,36,2,5000,4.0,34.0,2.0,1.0,12180.0,120.0,770.0,1,1,0,1,1,0,0,0.0,61750.53,95855.4,1
709949,7326,41,2,5000,4.0,45.0,2.0,11.0,3730.0,120.0,950.0,6,0,6,0,0,0,0,0.0,76280.96,118410.2,1
1134888,7427,43,2,3000,4.0,30.0,1.0,4.0,0.0,180.0,209.0,4,2,2,1,0,1,0,202.01,4792.61,4946.0,1
1449354,7457,39,2,5000,5.0,35.0,2.0,2.0,50000.0,108.0,358.0,2,1,1,1,1,0,0,0.0,27925.91,34686.68,2
681915,7538,52,2,3000,4.0,35.0,2.0,2.0,5620.0,120.0,1018.0,3,2,1,2,0,2,0,0.0,49342.15,68627.07,1
174321,7585,32,2,5000,5.0,45.0,2.0,11.0,2030.0,138.0,2283.0,1,0,1,0,0,0,0,0.0,191665.19,283604.65,1
1682333,7677,27,2,5000,5.0,39.0,1.0,6.0,10000.0,420.0,1627.0,3,3,0,3,2,1,0,126.38,355845.13,1241324.6,10
1642124,7700,53,2,7000,5.0,45.0,2.0,6.0,10000.0,140.0,2276.0,13,5,8,4,2,0,0,2220.18,170236.26,230289.58,1
835417,7908,37,2,5000,5.0,35.0,2.0,3.0,2150.0,120.0,279.0,6,0,6,0,0,0,0,28.99,24313.99,35657.37,1
863460,7925,56,2,3000,4.0,9.0,2.0,10.0,6950.0,84.0,1214.0,2,0,2,0,0,0,0,0.0,51240.47,64958.07,1
811145,7966,29,2,5000,4.0,34.0,2.0,15.0,35000.0,124.0,259.0,8,1,7,1,0,1,0,766.4,19590.41,21469.4,2
1651177,8007,46,2,7000,5.0,26.0,2.0,9.0,79800.0,108.0,1318.0,2,2,0,2,2,0,0,0.0,105052.78,125138.0,2
1406066,8249,48,2,5000,5.0,1.0,2.0,15.0,175500.0,120.0,1005.0,2,0,2,0,0,0,0,0.0,79961.92,125095.2,1
299327,8276,43,2,11000,4.0,16.0,2.0,7.0,11170.0,135.0,2230.0,1,1,0,1,0,1,0,0.0,174707.99,255060.99,1
7282,8297,34,2,5000,5.0,40.0,2.0,4.0,52500.0,141.0,762.0,15,0,15,0,0,0,1,975.0,62725.04,88087.61,1
848887,8336,30,2,3000,4.0,35.0,2.0,1.0,200000.0,141.0,1424.0,20,4,16,3,3,0,1,1428.66,137376.92,190492.26,1
1140748,8449,36,2,3000,5.0,30.0,1.0,1.0,95000.0,135.0,691.0,1,0,1,0,0,0,0,0.0,41950.07,57038.51,1
951050,8459,53,2,7000,4.0,28.0,2.0,1.0,8000.0,134.0,2250.0,1,1,0,1,0,1,0,0.0,128747.4,172739.14,1
2200004,8544,28,2,3000,5.0,35.0,1.0,2.0,0.0,108.0,561.0,3,0,3,0,0,0,0,0.0,44795.37,54391.65,2
1453909,8858,30,2,3000,5.0,33.0,2.0,1.0,147800.0,120.0,400.0,4,0,4,0,0,0,1,634.95,18217.68,20800.34,1
822315,8859,36,2,3000,5.0,35.0,2.0,11.0,200000.0,140.0,732.0,1,0,1,0,0,0,0,0.0,56111.58,79981.58,1
108527,9266,39,2,3000,4.0,34.0,2.0,2.0,15000.0,120.0,483.0,4,2,2,2,1,0,0,445.92,2821.12,2858.0,1
2148097,9333,43,2,3000,5.0,30.0,2.0,2.0,500.0,114.0,560.0,3,2,1,2,2,0,0,0.0,8786.32,9441.9,2
656772,9345,53,2,5000,4.0,35.0,2.0,1.0,105000.0,135.0,287.0,2,1,1,0,0,0,3,841.4,17188.73,22481.83,1
1032378,9437,43,2,5000,5.0,35.0,2.0,6.0,10030.0,120.0,799.0,2,1,1,1,0,1,0,0.0,63607.13,99499.8,1
981522,9453,56,2,5000,5.0,26.0,2.0,16.0,100000.0,114.0,669.0,4,0,4,0,0,0,0,0.0,26181.83,28708.5,2
1543516,9489,28,2,3000,4.0,3.0,2.0,2.0,25000.0,120.0,651.0,5,2,3,2,1,1,0,0.0,51774.89,81027.0,1
18940,9694,49,2,3000,5.0,9.0,2.0,3.0,72000.0,338.0,854.0,25,1,24,1,0,1,0,0.0,147066.65,379302.76,10
373058,9831,42,2,3000,5.0,35.0,2.0,8.0,38000.0,180.0,193.0,1,0,1,0,0,0,0,0.0,7287.81,8066.0,1
1196005,9833,39,2,5000,5.0,30.0,2.0,2.0,22000.0,312.0,2612.0,25,0,25,0,0,0,0,0.0,483996.09,1331587.04,10
1593968,10059,34,2,5000,4.0,1.0,2.0,2.0,178000.0,452.0,694.0,23,1,22,1,1,0,0,0.0,141763.57,486887.44,10
739324,10130,27,2,3000,4.0,35.0,1.0,8.0,185000.0,120.0,846.0,4,0,4,0,0,0,0,1.85,73772.89,108261.27,1
496591,10146,46,2,5000,4.0,16.0,2.0,2.0,17000.0,132.0,148.0,1,0,1,0,0,0,0,0.0,6071.46,7900.9,1
1503088,10205,45,2,7000,4.0,45.0,2.0,9.0,100000.0,138.0,822.0,10,0,10,0,0,0,0,0.0,53679.31,71897.2,1
99361,10331,33,2,5000,4.0,45.0,2.0,1.0,114000.0,120.0,2134.0,5,1,4,1,1,0,0,0.0,169921.16,265830.8,1
215307,10362,27,2,3000,5.0,1.0,2.0,9.0,4760.0,148.0,1419.0,20,6,14,6,5,0,1,1571.1,123008.26,176945.98,1
592895,10453,36,2,5000,4.0,3.0,2.0,12.0,22000.0,484.0,560.0,24,3,21,3,2,1,0,489.4,114141.26,368932.84,10
1542944,10513,36,2,3000,4.0,35.0,2.0,7.0,55000.0,120.0,589.0,2,2,0,2,1,1,0,0.0,27966.42,37821.09,1
1553351,10583,44,2,5000,4.0,35.0,2.0,10.0,3000.0,120.0,677.0,4,0,4,0,0,0,0,0.0,58593.16,87017.0,1
1184989,10758,32,2,5000,4.0,34.0,2.0,14.0,125000.0,120.0,776.0,1,1,0,1,0,1,0,0.0,61769.29,96656.2,1
834474,10813,36,2,5000,5.0,30.0,2.0,11.0,7270.0,124.0,598.0,10,0,10,0,0,0,1,1189.8,39178.89,42686.8,2
592074,10821,27,2,3000,4.0,28.0,1.0,9.0,30700.0,120.0,162.0,6,3,3,3,2,1,1,393.39,13901.65,20302.8,1
811562,10830,46,2,5000,4.0,29.0,2.0,12.0,9320.0,357.0,789.0,1,1,0,1,0,1,0,0.0,146816.7,416710.66,10
2221290,10836,30,2,5000,4.0,27.0,2.0,10.0,0.0,120.0,1484.0,9,0,9,0,0,0,0,138.07,118237.55,184794.0,1
914413,10838,32,2,5000,4.0,34.0,2.0,10.0,81000.0,120.0,1045.0,1,0,1,0,0,0,0,0.0,83123.68,130067.0,1
19750,10850,36,2,5000,5.0,38.0,2.0,6.0,48400.0,121.0,586.0,10,3,7,3,3,0,0,304.24,44946.14,51567.08,2
346828,10858,44,2,7000,5.0,45.0,2.0,2.0,25000.0,121.0,591.0,8,0,8,1,0,1,1,897.2,30753.15,33965.6,2
1107187,10880,37,2,5000,4.0,1.0,2.0,8.0,30000.0,134.0,352.0,7,0,7,0,0,0,0,0.0,19946.2,26595.63,1
794952,10951,49,2,5000,4.0,35.0,2.0,14.0,880.0,120.0,354.0,6,1,5,1,1,0,0,348.99,31159.37,45563.03,1
2217895,10953,28,2,3000,4.0,1.0,2.0,9.0,0.0,140.0,372.0,8,2,6,1,1,0,0,0.37,24492.84,33124.9,1
1497708,10956,45,2,7000,4.0,12.0,2.0,6.0,67000.0,330.0,564.0,4,4,0,5,4,0,2,1381.1,87644.25,204102.15,10
229229,11014,28,2,5000,5.0,40.0,2.0,2.0,1190908.44,120.0,632.0,3,1,2,1,1,0,0,588.73,55673.27,80843.8,1
1008218,11055,30,2,3000,5.0,1.0,2.0,2.0,1000.0,120.0,794.0,8,1,7,1,1,0,0,0.0,28282.98,36591.03,1
533637,11282,35,2,7000,5.0,39.0,2.0,14.0,40000.0,120.0,2141.0,9,0,9,0,0,0,0,3.49,186695.17,274080.42,1
1014895,11310,58,2,3000,5.0,29.0,3.0,16.0,400.0,120.0,1362.0,2,0,2,0,0,0,0,396.0,5754.19,6720.0,1
1184443,11318,44,2,3000,4.0,1.0,2.0,2.0,132000.0,246.0,1060.0,2,0,2,0,0,0,0,0.0,109818.91,139206.48,1
1102923,11436,30,2,3000,4.0,10.0,2.0,14.0,21000.0,120.0,721.0,2,1,1,1,0,1,0,0.0,32907.45,41554.37,1
1507936,11441,41,2,11000,4.0,26.0,2.0,10.0,77000.0,147.0,658.37,12,0,12,0,0,0,0,466.34,177470.03,253472.84,1
798495,11456,44,2,3000,4.0,3.0,2.0,6.0,120000.0,180.0,364.0,5,0,5,0,0,0,1,449.77,9489.01,10212.95,1
261674,11465,32,2,3000,4.0,38.0,1.0,2.0,105000.0,120.0,748.0,2,0,2,0,0,0,0,282.05,29840.9,36539.17,1
804459,11518,35,2,5000,5.0,29.0,1.0,11.0,21960.0,120.0,1109.0,2,0,2,0,0,0,0,0.0,88928.73,138148.0,1
997768,11591,54,2,5000,5.0,35.0,3.0,10.0,229572.86,121.0,851.0,2,1,1,1,0,1,0,0.0,42808.71,55065.61,1
767972,11891,43,2,3000,5.0,8.0,2.0,15.0,11000.0,249.0,641.0,10,4,6,3,3,0,1,1151.84,64518.1,81245.84,1
1385783,11948,32,2,5000,4.0,34.0,2.0,2.0,25000.0,120.0,992.0,1,0,1,0,0,0,0,0.0,77391.85,123342.8,1
878960,12006,41,2,7000,4.0,38.0,2.0,2.0,1560.0,407.0,889.0,6,3,3,3,3,0,0,861.7,165453.88,467096.75,10
674530,12088,56,2,3000,4.0,1.0,2.0,11.0,170000.0,120.0,147.0,2,0,2,0,0,0,0,0.0,6938.69,8952.29,1
1497528,12114,32,2,3000,4.0,1.0,1.0,4.0,111000.0,133.0,384.0,1,0,1,0,0,0,0,260.25,19040.14,24659.3,1
1532282,12136,48,2,3000,5.0,45.0,2.0,2.0,40000.0,114.0,1628.0,19,2,17,2,2,0,1,1734.08,124968.83,180310.38,1
2199409,12306,39,2,5000,5.0,26.0,2.0,4.0,4830.0,340.0,1350.0,13,4,9,4,4,0,1,2443.56,139096.02,169082.39,1
314945,12360,46,2,7000,4.0,39.0,2.0,9.0,17000.0,135.0,2250.0,4,1,3,1,1,0,0,0.0,173164.42,253823.18,1
85002,12474,40,2,5000,4.0,17.0,2.0,1.0,9740.0,246.0,255.0,4,0,4,0,0,0,0,111.74,24198.08,30345.0,1
59791,12798,52,2,7000,4.0,26.0,2.0,9.0,7520.0,210.0,139.0,3,0,3,0,0,0,1,166.41,3035.4,5042.36,1
1524404,12879,35,2,3000,5.0,26.0,2.0,2.0,135000.0,136.0,287.0,7,1,6,1,0,0,0,255.52,16304.62,21507.87,1
1060164,12887,53,2,5000,4.0,30.0,2.0,16.0,10000.0,84.0,1819.0,4,2,2,2,1,1,0,0.0,104107.03,144466.52,1
2047098,12928,41,2,3000,5.0,30.0,2.0,16.0,4490.0,246.0,1700.0,6,4,2,4,4,0,2,4217.78,145613.87,172513.16,1
473111,13019,46,2,7000,5.0,26.0,3.0,10.0,30000.0,121.0,950.0,6,0,6,0,0,0,0,823.5,41314.14,44268.75,2
1210689,13084,33,2,5000,4.0,34.0,4.0,1.0,85000.0,120.0,2271.0,10,0,10,0,0,0,1,4036.34,184828.58,286273.11,1
2140304,13169,33,2,3000,4.0,34.0,2.0,8.0,1500.0,120.0,656.0,8,0,8,0,0,0,0,0.0,53601.48,84990.7,1
1731567,13228,44,2,7000,5.0,26.0,2.0,16.0,91000.0,135.0,1795.0,5,0,5,0,0,0,0,0.0,113028.6,154896.25,1
2055983,13296,47,2,3000,5.0,26.0,2.0,2.0,5380.0,246.0,1275.0,4,0,4,0,0,0,0,0.0,105632.6,128775.0,1
846218,13336,38,2,5000,5.0,29.0,2.0,4.0,3700.0,120.0,340.0,5,0,5,0,0,0,0,70.45,12623.11,16631.72,1
1441543,13399,43,2,5000,5.0,35.0,2.0,16.0,76000.0,249.0,1659.0,1,0,1,0,0,0,0,831.59,171505.12,217998.5,1
222188,13407,28,2,3000,4.0,35.0,1.0,12.0,57000.0,138.0,226.0,19,3,16,2,1,0,0,1.21,18088.76,26056.58,1
194790,13444,42,2,5000,4.0,1.0,2.0,16.0,80000.0,133.0,354.0,4,0,4,0,0,0,0,0.0,19632.06,25871.34,1
746868,13446,36,2,5000,5.0,45.0,2.0,11.0,99000.0,120.0,2313.0,5,0,5,0,0,0,0,0.0,181917.64,287851.84,1
885112,13484,41,2,7000,4.0,45.0,2.0,8.0,1490.0,120.0,558.0,2,0,2,0,0,0,0,555.98,38386.76,44042.98,2
848842,13491,52,2,3000,5.0,35.0,2.0,16.0,67000.0,120.0,1125.0,1,0,1,0,0,0,0,0.0,56774.35,78296.66,1
1753471,13513,37,2,5000,5.0,45.0,2.0,14.0,50000.0,120.0,883.0,11,0,11,0,0,0,0,0.0,71425.9,110809.0,1
843512,13592,24,2,3000,4.0,32.0,1.0,14.0,150000.0,108.0,409.0,1,0,1,0,0,0,0,0.0,32220.24,39604.15,2
1331350,13932,51,2,5000,4.0,1.0,2.0,8.0,33000.0,185.0,776.0,8,1,7,0,0,0,2,2326.62,42310.26,45435.54,1
1064649,13961,33,2,3000,5.0,38.0,2.0,9.0,3000.0,120.0,340.0,1,0,1,0,0,0,0,298.61,10000.49,13386.89,1
1439871,14047,25,2,3000,4.0,34.0,2.0,2.0,13000.0,120.0,924.0,8,0,8,0,0,0,0,746.37,81030.68,118936.48,1
1533083,14170,52,2,5000,4.0,35.0,2.0,16.0,11681.0,114.0,1191.0,12,4,8,4,4,0,1,1285.4,91066.74,107185.6,2
1592018,14183,38,2,7000,4.0,3.0,2.0,3.0,126000.0,134.0,1946.0,8,0,8,0,0,0,0,0.0,117740.92,158595.34,1
1771860,14231,47,2,5000,5.0,30.0,4.0,6.0,50000.0,232.0,925.0,2,0,2,0,0,0,0,0.0,75069.88,92078.77,1
1454995,14241,37,2,3000,5.0,29.0,2.0,1.0,50000.0,120.0,621.0,2,0,2,0,0,0,0,0.0,53526.76,79473.4,1
